county,code,age_group,year,deaths,pop,age,mx
"Imperial County, CA",6025,45-54 years,2012,78,21882,45,0.003564573622155196
"Imperial County, CA",6025,45-54 years,2013,85,21500,45,0.003953488372093023
"Imperial County, CA",6025,45-54 years,2014,85,21373,45,0.003976980302250503
"Imperial County, CA",6025,45-54 years,2015,78,21140,45,0.0036896877956480605
"Imperial County, CA",6025,45-54 years,2016,103,20892,45,0.004930116791116217
"Imperial County, CA",6025,55-64 years,1999,92,9657,55,0.009526768147457803
"Imperial County, CA",6025,55-64 years,2000,101,9746,55,0.010363225938846707
"Imperial County, CA",6025,55-64 years,2001,100,9969,55,0.010031096398836392
"Imperial County, CA",6025,55-64 years,2002,107,10502,55,0.010188535517044373
"Imperial County, CA",6025,55-64 years,2003,97,10989,55,0.008827008827008827
"Imperial County, CA",6025,55-64 years,2004,109,11566,55,0.009424174303994467
"Imperial County, CA",6025,55-64 years,2005,113,12265,55,0.009213208316347329
"Imperial County, CA",6025,55-64 years,2006,110,12972,55,0.008479802651865556
"Imperial County, CA",6025,55-64 years,2007,124,13819,55,0.008973152905420074
"Imperial County, CA",6025,55-64 years,2008,116,14764,55,0.007856949336223246
"Imperial County, CA",6025,55-64 years,2009,125,15852,55,0.007885440322987635
"Imperial County, CA",6025,55-64 years,2010,133,16603,55,0.008010600493886647
"Imperial County, CA",6025,55-64 years,2011,129,17429,55,0.007401457341212921
"Imperial County, CA",6025,55-64 years,2012,144,17708,55,0.008131917777275807
"Imperial County, CA",6025,55-64 years,2013,143,17960,55,0.007962138084632517
"Imperial County, CA",6025,55-64 years,2014,164,18185,55,0.009018421776189167
"Imperial County, CA",6025,55-64 years,2015,153,18427,55,0.008303033592011722
"Imperial County, CA",6025,55-64 years,2016,143,18589,55,0.007692721501963527
"Imperial County, CA",6025,65-74 years,1999,192,8306,65,0.023115819889236697
"Imperial County, CA",6025,65-74 years,2000,189,8401,65,0.022497321747411023
"Imperial County, CA",6025,65-74 years,2001,187,8494,65,0.022015540381445726
"Imperial County, CA",6025,65-74 years,2002,178,8570,65,0.02077012835472579
"Imperial County, CA",6025,65-74 years,2003,197,8640,65,0.022800925925925926
"Imperial County, CA",6025,65-74 years,2004,160,8772,65,0.01823985408116735
"Imperial County, CA",6025,65-74 years,2005,192,8707,65,0.02205122315378431
"Imperial County, CA",6025,65-74 years,2006,172,8937,65,0.019245831934653686
"Imperial County, CA",6025,65-74 years,2007,161,9043,65,0.017803826163883665
"Imperial County, CA",6025,65-74 years,2008,140,9305,65,0.015045674368619023
"Imperial County, CA",6025,65-74 years,2009,151,9560,65,0.01579497907949791
"Imperial County, CA",6025,65-74 years,2010,175,9791,65,0.017873557348585437
"Imperial County, CA",6025,65-74 years,2011,166,10028,65,0.01655364978061428
"Imperial County, CA",6025,65-74 years,2012,169,10547,65,0.016023513795392054
"Imperial County, CA",6025,65-74 years,2013,168,11051,65,0.015202244140801737
"Imperial County, CA",6025,65-74 years,2014,186,11588,65,0.01605108733172247
"Imperial County, CA",6025,65-74 years,2015,196,12094,65,0.016206383330577147
"Imperial County, CA",6025,65-74 years,2016,203,12554,65,0.01617014497371356
"Imperial County, CA",6025,75-84 years,1999,221,4556,75,0.048507462686567165
"Imperial County, CA",6025,75-84 years,2000,239,4691,75,0.05094862502664677
"Imperial County, CA",6025,75-84 years,2001,241,4929,75,0.04889429904645973
"Imperial County, CA",6025,75-84 years,2002,291,5111,75,0.05693602034826844
"Imperial County, CA",6025,75-84 years,2003,276,5353,75,0.05155987296842892
"Imperial County, CA",6025,75-84 years,2004,249,5512,75,0.04517416545718433
"Imperial County, CA",6025,75-84 years,2005,247,5852,75,0.04220779220779221
"Imperial County, CA",6025,75-84 years,2006,263,6066,75,0.043356412792614575
"Imperial County, CA",6025,75-84 years,2007,260,6224,75,0.04177377892030849
"Imperial County, CA",6025,75-84 years,2008,248,6331,75,0.039172326646659296
"Imperial County, CA",6025,75-84 years,2009,239,6350,75,0.03763779527559055
"Imperial County, CA",6025,75-84 years,2010,265,6356,75,0.04169288860918817
"Imperial County, CA",6025,75-84 years,2011,283,6540,75,0.04327217125382263
"Imperial County, CA",6025,75-84 years,2012,263,6564,75,0.040067032297379644
"Imperial County, CA",6025,75-84 years,2013,278,6662,75,0.04172921044731312
"Imperial County, CA",6025,75-84 years,2014,269,6854,75,0.039247154946016924
"Imperial County, CA",6025,75-84 years,2015,243,6981,75,0.034808766652342074
"Imperial County, CA",6025,75-84 years,2016,262,7138,75,0.03670495937237321
"Imperial County, CA",6025,85+ years,1999,176,1174,85,0.14991482112436116
"Imperial County, CA",6025,85+ years,2000,138,1213,85,0.11376751854905194
"Imperial County, CA",6025,85+ years,2001,169,1244,85,0.13585209003215434
"Imperial County, CA",6025,85+ years,2002,190,1260,85,0.15079365079365079
"Imperial County, CA",6025,85+ years,2003,182,1281,85,0.14207650273224043
"Imperial County, CA",6025,85+ years,2004,165,1328,85,0.12424698795180723
"Imperial County, CA",6025,85+ years,2005,194,1408,85,0.1377840909090909
"Imperial County, CA",6025,85+ years,2006,187,1475,85,0.12677966101694915
"Imperial County, CA",6025,85+ years,2007,184,1603,85,0.11478477854023705
"Imperial County, CA",6025,85+ years,2008,212,1744,85,0.12155963302752294
"Imperial County, CA",6025,85+ years,2009,190,1934,85,0.09824198552223372
"Imperial County, CA",6025,85+ years,2010,214,2005,85,0.10673316708229426
"Imperial County, CA",6025,85+ years,2011,242,2256,85,0.10726950354609929
"Imperial County, CA",6025,85+ years,2012,246,2492,85,0.09871589085072231
"Imperial County, CA",6025,85+ years,2013,251,2675,85,0.09383177570093458
"Imperial County, CA",6025,85+ years,2014,263,2844,85,0.09247538677918425
"Imperial County, CA",6025,85+ years,2015,308,3098,85,0.09941897998708844
"Imperial County, CA",6025,85+ years,2016,312,3261,85,0.09567617295308188
"Inyo County, CA",6027,35-44 years,2003,10,2543,35,0.003932363350373574
"Inyo County, CA",6027,45-54 years,2000,20,2909,45,0.006875214850464077
"Inyo County, CA",6027,45-54 years,2001,15,2961,45,0.005065856129685917
"Inyo County, CA",6027,45-54 years,2002,20,3026,45,0.006609385327164574
"Inyo County, CA",6027,45-54 years,2003,12,3104,45,0.003865979381443299
"Inyo County, CA",6027,45-54 years,2004,15,3109,45,0.004824702476680605
"Inyo County, CA",6027,45-54 years,2005,19,3109,45,0.006111289803795433
"Inyo County, CA",6027,45-54 years,2006,17,3120,45,0.0054487179487179484
"Inyo County, CA",6027,45-54 years,2007,17,3165,45,0.005371248025276461
"Inyo County, CA",6027,45-54 years,2008,15,3109,45,0.004824702476680605
"Inyo County, CA",6027,45-54 years,2009,15,3053,45,0.00491320013101867
"Inyo County, CA",6027,45-54 years,2010,11,2961,45,0.0037149611617696724
"Inyo County, CA",6027,45-54 years,2011,14,2769,45,0.005055976886962802
"Inyo County, CA",6027,45-54 years,2012,12,2621,45,0.004578405188859214
"Inyo County, CA",6027,45-54 years,2013,12,2505,45,0.004790419161676647
"Inyo County, CA",6027,45-54 years,2014,18,2407,45,0.007478188616535106
"Inyo County, CA",6027,45-54 years,2016,12,2134,45,0.005623242736644799
"Inyo County, CA",6027,55-64 years,1999,22,1951,55,0.011276268580215274
"Inyo County, CA",6027,55-64 years,2000,17,1984,55,0.008568548387096774
"Inyo County, CA",6027,55-64 years,2001,23,2083,55,0.011041766682669226
"Inyo County, CA",6027,55-64 years,2002,23,2121,55,0.010843941537010843
"Inyo County, CA",6027,55-64 years,2003,23,2208,55,0.010416666666666666
"Inyo County, CA",6027,55-64 years,2004,22,2329,55,0.009446114212108201
"Inyo County, CA",6027,55-64 years,2005,26,2437,55,0.010668855149774312
"Inyo County, CA",6027,55-64 years,2006,20,2525,55,0.007920792079207921
"Inyo County, CA",6027,55-64 years,2007,19,2589,55,0.007338740826573967
"Inyo County, CA",6027,55-64 years,2008,28,2717,55,0.010305483989694516
"Inyo County, CA",6027,55-64 years,2009,25,2834,55,0.008821453775582216
"Inyo County, CA",6027,55-64 years,2010,35,2920,55,0.011986301369863013
"Inyo County, CA",6027,55-64 years,2011,29,2992,55,0.009692513368983958
"Inyo County, CA",6027,55-64 years,2012,21,2980,55,0.007046979865771812
"Inyo County, CA",6027,55-64 years,2013,19,3015,55,0.006301824212271974
"Inyo County, CA",6027,55-64 years,2014,34,3014,55,0.0112806901128069
"Inyo County, CA",6027,55-64 years,2015,24,3016,55,0.007957559681697613
"Inyo County, CA",6027,55-64 years,2016,32,3009,55,0.010634762379528082
"Inyo County, CA",6027,65-74 years,1999,40,1789,65,0.022358859698155393
"Inyo County, CA",6027,65-74 years,2000,34,1790,65,0.01899441340782123
"Inyo County, CA",6027,65-74 years,2001,29,1777,65,0.016319639842431063
"Inyo County, CA",6027,65-74 years,2002,30,1774,65,0.016910935738444193
"Inyo County, CA",6027,65-74 years,2003,40,1822,65,0.021953896816684963
"Inyo County, CA",6027,65-74 years,2004,36,1794,65,0.020066889632107024
"Inyo County, CA",6027,65-74 years,2005,24,1755,65,0.013675213675213675
"Inyo County, CA",6027,65-74 years,2006,34,1713,65,0.0198482194979568
"Inyo County, CA",6027,65-74 years,2007,38,1737,65,0.021876799078871616
"Inyo County, CA",6027,65-74 years,2008,27,1763,65,0.015314804310833806
"Inyo County, CA",6027,65-74 years,2009,24,1787,65,0.013430330162283156
"Inyo County, CA",6027,65-74 years,2010,30,1818,65,0.0165016501650165
"Inyo County, CA",6027,65-74 years,2011,24,1841,65,0.013036393264530146
"Inyo County, CA",6027,65-74 years,2012,45,1952,65,0.02305327868852459
"Inyo County, CA",6027,65-74 years,2013,33,2021,65,0.01632855022266205
"Inyo County, CA",6027,65-74 years,2014,36,2113,65,0.017037387600567912
"Inyo County, CA",6027,65-74 years,2015,41,2185,65,0.018764302059496567
"Inyo County, CA",6027,65-74 years,2016,46,2255,65,0.020399113082039913
"Inyo County, CA",6027,75-84 years,1999,73,1204,75,0.0606312292358804
"Inyo County, CA",6027,75-84 years,2000,58,1224,75,0.04738562091503268
"Inyo County, CA",6027,75-84 years,2001,87,1303,75,0.06676899462778205
"Inyo County, CA",6027,75-84 years,2002,69,1325,75,0.052075471698113204
"Inyo County, CA",6027,75-84 years,2003,67,1365,75,0.04908424908424908
"Inyo County, CA",6027,75-84 years,2004,71,1401,75,0.05067808708065667
"Inyo County, CA",6027,75-84 years,2005,67,1350,75,0.04962962962962963
"Inyo County, CA",6027,75-84 years,2006,57,1248,75,0.04567307692307692
"Inyo County, CA",6027,75-84 years,2007,50,1222,75,0.04091653027823241
"Inyo County, CA",6027,75-84 years,2008,57,1244,75,0.04581993569131833
"Inyo County, CA",6027,75-84 years,2009,53,1215,75,0.043621399176954734
"Inyo County, CA",6027,75-84 years,2010,58,1196,75,0.048494983277591976
"Inyo County, CA",6027,75-84 years,2011,57,1165,75,0.048927038626609444
"Inyo County, CA",6027,75-84 years,2012,44,1167,75,0.037703513281919454
"Inyo County, CA",6027,75-84 years,2013,50,1203,75,0.04156275976724855
"Inyo County, CA",6027,75-84 years,2014,39,1241,75,0.031426269137792104
"Inyo County, CA",6027,75-84 years,2015,48,1283,75,0.037412314886983634
"Inyo County, CA",6027,75-84 years,2016,54,1302,75,0.041474654377880185
"Inyo County, CA",6027,85+ years,1999,56,411,85,0.1362530413625304
"Inyo County, CA",6027,85+ years,2000,64,414,85,0.15458937198067632
"Inyo County, CA",6027,85+ years,2001,52,439,85,0.11845102505694761
"Inyo County, CA",6027,85+ years,2002,72,479,85,0.15031315240083507
"Inyo County, CA",6027,85+ years,2003,75,480,85,0.15625
"Inyo County, CA",6027,85+ years,2004,63,509,85,0.1237721021611002
"Inyo County, CA",6027,85+ years,2005,63,530,85,0.11886792452830189
"Inyo County, CA",6027,85+ years,2006,72,527,85,0.1366223908918406
"Inyo County, CA",6027,85+ years,2007,70,529,85,0.1323251417769376
"Inyo County, CA",6027,85+ years,2008,60,496,85,0.12096774193548387
"Inyo County, CA",6027,85+ years,2009,73,513,85,0.14230019493177387
"Inyo County, CA",6027,85+ years,2010,77,521,85,0.14779270633397312
"Inyo County, CA",6027,85+ years,2011,60,559,85,0.1073345259391771
"Inyo County, CA",6027,85+ years,2012,79,569,85,0.13884007029876977
"Inyo County, CA",6027,85+ years,2013,80,568,85,0.14084507042253522
"Inyo County, CA",6027,85+ years,2014,57,586,85,0.09726962457337884
"Inyo County, CA",6027,85+ years,2015,70,585,85,0.11965811965811966
"Inyo County, CA",6027,85+ years,2016,69,609,85,0.11330049261083744
"Kern County, CA",6029,< 1 year,1999,80,11020,0,0.007259528130671506
"Kern County, CA",6029,< 1 year,2000,86,10949,0,0.007854598593478857
"Kern County, CA",6029,< 1 year,2001,79,11610,0,0.006804478897502153
"Kern County, CA",6029,< 1 year,2002,76,11807,0,0.006436859490132972
"Kern County, CA",6029,< 1 year,2003,72,12455,0,0.005780810919309514
"Kern County, CA",6029,< 1 year,2004,95,13073,0,0.007266885948137383
"Kern County, CA",6029,< 1 year,2005,83,13557,0,0.006122298443608468
"Kern County, CA",6029,< 1 year,2006,96,14384,0,0.006674082313681869
"Kern County, CA",6029,< 1 year,2007,103,14990,0,0.0068712474983322214
"Kern County, CA",6029,< 1 year,2008,110,15390,0,0.007147498375568551
"Kern County, CA",6029,< 1 year,2009,101,15019,0,0.0067248152340368865
"Kern County, CA",6029,< 1 year,2010,71,14601,0,0.004862680638312444
"Kern County, CA",6029,< 1 year,2011,95,14267,0,0.006658722927034415
"Kern County, CA",6029,< 1 year,2012,87,14053,0,0.006190848929054294
"Kern County, CA",6029,< 1 year,2013,99,14260,0,0.00694249649368864
"Kern County, CA",6029,< 1 year,2014,80,13906,0,0.005752912411908529
"Kern County, CA",6029,< 1 year,2015,94,14050,0,0.0066903914590747335
"Kern County, CA",6029,< 1 year,2016,64,13962,0,0.004583870505658215
"Kern County, CA",6029,1-4 years,1999,24,45415,1,5.284597599911924e-4
"Kern County, CA",6029,1-4 years,2000,13,44758,1,2.904508691183699e-4
"Kern County, CA",6029,1-4 years,2001,16,44407,1,3.6030355574571575e-4
"Kern County, CA",6029,1-4 years,2002,20,45639,1,4.382216963561866e-4
"Kern County, CA",6029,1-4 years,2003,21,47390,1,4.431314623338257e-4
"Kern County, CA",6029,1-4 years,2004,15,49505,1,3.02999697000303e-4
"Kern County, CA",6029,1-4 years,2005,22,51929,1,4.236553756090046e-4
"Kern County, CA",6029,1-4 years,2006,11,53706,1,2.0481882843630133e-4
"Kern County, CA",6029,1-4 years,2007,20,55756,1,3.5870578951144273e-4
"Kern County, CA",6029,1-4 years,2008,23,57113,1,4.0271041619246057e-4
"Kern County, CA",6029,1-4 years,2009,19,57741,1,3.290556103981573e-4
"Kern County, CA",6029,1-4 years,2010,17,58284,1,2.9167524535035345e-4
"Kern County, CA",6029,1-4 years,2011,15,58757,1,2.5528873155538913e-4
"Kern County, CA",6029,1-4 years,2012,22,58836,1,3.7392072880549325e-4
"Kern County, CA",6029,1-4 years,2013,16,58635,1,2.728745629743327e-4
"Kern County, CA",6029,1-4 years,2014,13,58461,1,2.2237046920169e-4
"Kern County, CA",6029,1-4 years,2015,15,57933,1,2.589197866500958e-4
"Kern County, CA",6029,1-4 years,2016,16,57346,1,2.79008126111673e-4
"Kern County, CA",6029,5-9 years,2000,11,61659,5,1.7840055790719928e-4
"Kern County, CA",6029,5-9 years,2002,14,59980,5,2.334111370456819e-4
"Kern County, CA",6029,5-9 years,2004,11,60271,5,1.8250900101209538e-4
"Kern County, CA",6029,5-9 years,2005,12,60930,5,1.9694731659281143e-4
"Kern County, CA",6029,5-9 years,2007,11,63610,5,1.7292878478226693e-4
"Kern County, CA",6029,5-9 years,2012,14,71506,5,1.9578776606158925e-4
"Kern County, CA",6029,10-14 years,1999,10,57792,10,1.730343300110742e-4
"Kern County, CA",6029,10-14 years,2000,14,59544,10,2.3512024721214565e-4
"Kern County, CA",6029,10-14 years,2001,20,61524,10,3.250763929523438e-4
"Kern County, CA",6029,10-14 years,2002,17,63732,10,2.667419820498337e-4
"Kern County, CA",6029,10-14 years,2003,21,65553,10,3.2035147132854333e-4
"Kern County, CA",6029,10-14 years,2004,11,67412,10,1.6317569572182994e-4
"Kern County, CA",6029,10-14 years,2005,18,69059,10,2.606466934070867e-4
"Kern County, CA",6029,10-14 years,2006,12,69738,10,1.7207261464337952e-4
"Kern County, CA",6029,10-14 years,2007,16,69165,10,2.3133087544278177e-4
"Kern County, CA",6029,10-14 years,2008,14,68908,10,2.031694433157253e-4
"Kern County, CA",6029,10-14 years,2012,18,68425,10,2.630617464377055e-4
"Kern County, CA",6029,10-14 years,2013,11,68812,10,1.5985583909783178e-4
"Kern County, CA",6029,10-14 years,2014,14,69225,10,2.0223907547851208e-4
"Kern County, CA",6029,10-14 years,2015,11,69666,10,1.5789624781098384e-4
"Kern County, CA",6029,10-14 years,2016,16,70616,10,2.2657754616517504e-4
"Kern County, CA",6029,15-19 years,1999,39,53693,15,7.263516659527313e-4
"Kern County, CA",6029,15-19 years,2000,31,55224,15,5.61350137621324e-4
"Kern County, CA",6029,15-19 years,2001,35,56662,15,6.176979280646641e-4
"Kern County, CA",6029,15-19 years,2002,47,57902,15,8.117163483126662e-4
"Kern County, CA",6029,15-19 years,2003,48,59542,15,8.061536394477848e-4
"Kern County, CA",6029,15-19 years,2004,37,61609,15,6.005616062588258e-4
"Kern County, CA",6029,15-19 years,2005,61,64419,15,9.469255964855089e-4
"Kern County, CA",6029,15-19 years,2006,47,67010,15,7.013878525593195e-4
"Kern County, CA",6029,15-19 years,2007,36,69543,15,5.176653293645658e-4
"Kern County, CA",6029,15-19 years,2008,39,71175,15,5.47945205479452e-4
"Kern County, CA",6029,15-19 years,2009,50,72244,15,6.920989978406511e-4
"Kern County, CA",6029,15-19 years,2010,40,72493,15,5.517774129915992e-4
"Kern County, CA",6029,15-19 years,2011,33,69982,15,4.7154982709839675e-4
"Kern County, CA",6029,15-19 years,2012,33,68491,15,4.8181512899505045e-4
"Kern County, CA",6029,15-19 years,2013,25,67321,15,3.7135514921049896e-4
"Kern County, CA",6029,15-19 years,2014,42,66514,15,6.314460113660282e-4
"Kern County, CA",6029,15-19 years,2015,35,65984,15,5.30431619786615e-4
"Kern County, CA",6029,15-19 years,2016,43,65965,15,6.518608352914424e-4
"Kern County, CA",6029,20-24 years,1999,44,44967,20,9.784953410278648e-4
"Kern County, CA",6029,20-24 years,2000,39,46811,20,8.331375104142189e-4
"Kern County, CA",6029,20-24 years,2001,60,49809,20,0.0012046015780280673
"Kern County, CA",6029,20-24 years,2002,45,52818,20,8.519822787686016e-4
"Kern County, CA",6029,20-24 years,2003,57,55258,20,0.0010315248470809657
